year,month,shop_id,item_category_id,item_cnt_day
2013,1,2,71,6.0
2013,1,2,72,9.0
2013,1,2,73,8.0
2013,1,2,75,35.0
2013,1,2,77,12.0
2013,1,2,79,1.0
2013,1,2,82,17.0
2013,1,2,83,3.0
2013,1,3,2,5.0
2013,1,3,3,3.0
2013,1,3,4,2.0
2013,1,3,5,1.0
2013,1,3,6,5.0
2013,1,3,12,1.0
2013,1,3,14,2.0
2013,1,3,19,66.0
2013,1,3,20,1.0
2013,1,3,21,21.0
2013,1,3,22,9.0
2013,1,3,23,42.0
2013,1,3,25,22.0
2013,1,3,28,31.0
2013,1,3,29,3.0
2013,1,3,30,165.0
2013,1,3,33,2.0
2013,1,3,35,2.0
2013,1,3,37,20.0
2013,1,3,38,3.0
2013,1,3,40,134.0
2013,1,3,41,7.0
2013,1,3,49,1.0
2013,1,3,55,74.0
2013,1,3,58,4.0
2013,1,3,60,1.0
2013,1,3,62,2.0
2013,1,3,63,6.0
2013,1,3,64,1.0
2013,1,3,65,8.0
2013,1,3,67,2.0
2013,1,3,69,1.0
2013,1,3,70,6.0
2013,1,3,71,7.0
2013,1,3,72,4.0
2013,1,3,73,1.0
2013,1,3,75,6.0
2013,1,3,79,1.0
2013,1,4,2,22.0
2013,1,4,3,6.0
2013,1,4,4,7.0
2013,1,4,5,5.0
2013,1,4,6,5.0
2013,1,4,11,4.0
2013,1,4,12,2.0
2013,1,4,13,1.0
2013,1,4,14,2.0
2013,1,4,15,4.0
2013,1,4,19,134.0
2013,1,4,20,2.0
2013,1,4,21,54.0
2013,1,4,22,12.0
2013,1,4,23,65.0
2013,1,4,25,10.0
2013,1,4,28,121.0
2013,1,4,29,7.0
2013,1,4,30,427.0
2013,1,4,32,3.0
2013,1,4,33,6.0
2013,1,4,35,12.0
2013,1,4,37,38.0
2013,1,4,38,27.0
2013,1,4,40,288.0
2013,1,4,41,17.0
2013,1,4,43,9.0
2013,1,4,49,3.0
2013,1,4,55,151.0
2013,1,4,56,1.0
2013,1,4,57,12.0
2013,1,4,58,8.0
2013,1,4,59,12.0
2013,1,4,62,7.0
2013,1,4,63,20.0
2013,1,4,64,2.0
2013,1,4,65,4.0
2013,1,4,67,10.0
2013,1,4,69,2.0
2013,1,4,70,11.0
2013,1,4,71,16.0
2013,1,4,72,9.0
2013,1,4,73,3.0
2013,1,4,75,43.0
2013,1,4,77,19.0
2013,1,4,79,12.0
2013,1,4,81,4.0
2013,1,4,82,47.0
2013,1,4,83,5.0
2013,1,5,2,4.0
2013,1,5,3,1.0
2013,1,5,4,2.0
2013,1,5,5,2.0
2013,1,5,6,1.0
2013,1,5,12,3.0
2013,1,5,13,1.0
2013,1,5,15,1.0
2013,1,5,19,41.0
2013,1,5,21,4.0
2013,1,5,22,2.0
2013,1,5,23,14.0
2013,1,5,25,2.0
2013,1,5,28,26.0
2013,1,5,29,3.0
2013,1,5,30,80.0
2013,1,5,35,4.0
2013,1,5,37,25.0
2013,1,5,38,2.0
2013,1,5,40,115.0
2013,1,5,41,6.0
2013,1,5,49,1.0
2013,1,5,55,55.0
2013,1,5,58,1.0
2013,1,5,59,1.0
2013,1,5,62,3.0
2013,1,5,63,15.0
2013,1,5,65,1.0
2013,1,5,67,5.0
2013,1,5,69,5.0
2013,1,5,70,5.0
2013,1,5,71,14.0
2013,1,5,75,1.0
2013,1,6,2,20.0
2013,1,6,3,6.0
2013,1,6,4,1.0
2013,1,6,5,10.0
2013,1,6,6,17.0
2013,1,6,11,7.0
2013,1,6,13,1.0
2013,1,6,14,2.0
2013,1,6,15,2.0
2013,1,6,19,248.0
2013,1,6,20,4.0
2013,1,6,21,42.0
2013,1,6,22,26.0
2013,1,6,23,114.0
2013,1,6,25,8.0
2013,1,6,28,153.0
2013,1,6,29,14.0
2013,1,6,30,621.0
2013,1,6,32,1.0
2013,1,6,33,15.0
2013,1,6,35,23.0
2013,1,6,37,262.0
2013,1,6,38,30.0
2013,1,6,40,638.0
2013,1,6,41,41.0
2013,1,6,43,38.0
2013,1,6,45,5.0
2013,1,6,49,4.0
2013,1,6,55,392.0
2013,1,6,56,21.0
2013,1,6,57,70.0
2013,1,6,58,41.0
2013,1,6,59,29.0
2013,1,6,60,3.0
2013,1,6,61,6.0
2013,1,6,62,31.0
2013,1,6,63,30.0
2013,1,6,64,18.0
2013,1,6,65,41.0
2013,1,6,66,27.0
2013,1,6,67,44.0
2013,1,6,69,14.0
2013,1,6,70,30.0
2013,1,6,71,32.0
2013,1,6,72,18.0
2013,1,6,73,8.0
2013,1,6,75,96.0
2013,1,6,77,9.0
2013,1,6,79,12.0
2013,1,6,81,4.0
2013,1,6,82,53.0
2013,1,6,83,31.0
2013,1,7,2,24.0
2013,1,7,3,11.0
2013,1,7,4,7.0
2013,1,7,5,14.0
2013,1,7,6,10.0
2013,1,7,11,9.0
2013,1,7,12,2.0
2013,1,7,13,1.0
2013,1,7,14,1.0
2013,1,7,15,6.0
2013,1,7,19,153.0
2013,1,7,20,4.0
2013,1,7,21,86.0
2013,1,7,22,15.0
2013,1,7,23,90.0
2013,1,7,25,3.0
2013,1,7,28,82.0
2013,1,7,29,6.0
2013,1,7,30,489.0
2013,1,7,33,6.0
2013,1,7,35,6.0
2013,1,7,37,105.0
2013,1,7,38,21.0
2013,1,7,40,481.0
2013,1,7,41,26.0
2013,1,7,49,1.0
2013,1,7,55,210.0
2013,1,7,56,2.0
2013,1,7,58,2.0
2013,1,7,59,1.0
2013,1,7,60,1.0
2013,1,7,62,29.0
2013,1,7,63,28.0
2013,1,7,64,12.0
2013,1,7,65,15.0
2013,1,7,67,26.0
2013,1,7,70,29.0
2013,1,7,71,28.0
2013,1,7,72,11.0
2013,1,7,73,2.0
2013,1,7,75,38.0
2013,1,7,79,2.0
2013,1,8,2,4.0
2013,1,8,6,3.0
2013,1,8,14,1.0
2013,1,8,15,3.0
2013,1,8,19,54.0
2013,1,8,21,18.0
2013,1,8,22,7.0
2013,1,8,23,20.0
2013,1,8,25,1.0
2013,1,8,28,35.0
2013,1,8,30,117.0
2013,1,8,35,1.0
2013,1,8,37,31.0
2013,1,8,38,9.0
2013,1,8,40,186.0
2013,1,8,41,11.0
2013,1,8,43,12.0
2013,1,8,45,4.0
2013,1,8,49,1.0
2013,1,8,55,88.0
2013,1,8,56,3.0
2013,1,8,57,12.0
2013,1,8,59,21.0
2013,1,8,60,2.0
2013,1,8,62,8.0
2013,1,8,63,11.0
2013,1,8,64,14.0
2013,1,8,65,9.0
2013,1,8,67,15.0
2013,1,8,69,3.0
2013,1,8,70,18.0
2013,1,8,72,6.0
2013,1,8,73,3.0
2013,1,8,75,12.0
2013,1,8,77,5.0
2013,1,10,2,2.0
2013,1,10,3,4.0
2013,1,10,4,1.0
2013,1,10,5,3.0
2013,1,10,6,3.0
2013,1,10,11,2.0
2013,1,10,12,1.0
2013,1,10,14,2.0
2013,1,10,19,70.0
2013,1,10,20,3.0
2013,1,10,21,13.0
2013,1,10,22,11.0
2013,1,10,23,37.0
2013,1,10,25,4.0
2013,1,10,28,49.0
2013,1,10,29,8.0
2013,1,10,30,211.0
2013,1,10,33,2.0
2013,1,10,35,4.0
2013,1,10,37,43.0
2013,1,10,38,7.0
2013,1,10,40,157.0
2013,1,10,41,8.0
2013,1,10,43,15.0
2013,1,10,45,1.0
2013,1,10,49,4.0
2013,1,10,55,98.0
2013,1,10,56,1.0
2013,1,10,57,1.0
2013,1,10,58,2.0
2013,1,10,62,1.0
2013,1,10,63,8.0
2013,1,10,64,3.0
2013,1,10,65,1.0
2013,1,10,67,6.0
2013,1,10,69,5.0
2013,1,10,70,1.0
2013,1,10,71,20.0
2013,1,10,72,1.0
2013,1,10,73,6.0
2013,1,10,75,35.0
2013,1,10,81,2.0
2013,1,10,82,33.0
2013,1,10,83,9.0
2013,1,12,2,6.0
2013,1,12,5,6.0
2013,1,12,6,4.0
2013,1,12,9,186.0
2013,1,12,11,4.0
2013,1,12,14,2.0
2013,1,12,19,81.0
2013,1,12,21,6.0
2013,1,12,22,7.0
2013,1,12,23,23.0
2013,1,12,25,9.0
2013,1,12,28,65.0
2013,1,12,29,22.0
2013,1,12,30,83.0
2013,1,12,35,1.0
2013,1,12,37,57.0
2013,1,12,38,13.0
2013,1,12,40,44.0
2013,1,12,41,22.0
2013,1,12,43,2.0
2013,1,12,46,1.0
2013,1,12,49,173.0
2013,1,12,55,42.0
2013,1,12,56,7.0
2013,1,12,58,4.0
2013,1,12,59,1.0
2013,1,12,60,2.0
2013,1,12,62,6.0
2013,1,12,63,24.0
2013,1,12,64,3.0
2013,1,12,67,13.0
2013,1,12,69,3.0
2013,1,12,70,1.0
2013,1,12,72,30.0
2013,1,12,73,121.0
2013,1,12,75,23.0
2013,1,12,77,1.0
2013,1,13,19,6.0
2013,1,13,23,1.0
2013,1,13,28,11.0
2013,1,13,30,80.0
2013,1,13,37,33.0
2013,1,13,38,3.0
2013,1,13,40,559.0
2013,1,13,41,26.0
2013,1,13,43,48.0
2013,1,13,45,13.0
2013,1,13,49,1.0
2013,1,13,55,214.0
2013,1,13,57,1.0
2013,1,13,59,9.0
2013,1,13,62,6.0
2013,1,13,63,2.0
2013,1,13,67,3.0
2013,1,13,70,5.0
2013,1,13,71,18.0
2013,1,13,73,1.0
2013,1,13,75,3.0
2013,1,13,82,36.0
2013,1,14,2,7.0
2013,1,14,3,2.0
2013,1,14,5,4.0
2013,1,14,6,12.0
2013,1,14,11,3.0
2013,1,14,12,1.0
2013,1,14,15,3.0
2013,1,14,19,148.0
2013,1,14,20,1.0
2013,1,14,21,38.0
2013,1,14,22,11.0
2013,1,14,23,83.0
2013,1,14,28,78.0
2013,1,14,29,4.0
2013,1,14,30,286.0
2013,1,14,33,5.0
2013,1,14,35,5.0
2013,1,14,37,51.0
2013,1,14,38,14.0
2013,1,14,40,215.0
2013,1,14,41,11.0
2013,1,14,49,6.0
2013,1,14,55,220.0
2013,1,14,56,13.0
2013,1,14,59,1.0
2013,1,14,60,3.0
2013,1,14,61,1.0
2013,1,14,62,9.0
2013,1,14,63,7.0
2013,1,14,64,19.0
2013,1,14,65,27.0
2013,1,14,66,33.0
2013,1,14,67,12.0
2013,1,14,69,4.0
2013,1,14,70,23.0
2013,1,14,71,38.0
2013,1,14,72,8.0
2013,1,14,73,6.0
2013,1,14,75,20.0
2013,1,14,79,6.0
2013,1,14,83,11.0
2013,1,15,2,23.0
2013,1,15,3,4.0
2013,1,15,4,6.0
2013,1,15,5,8.0
2013,1,15,6,16.0
2013,1,15,11,3.0
2013,1,15,12,2.0
2013,1,15,13,3.0
2013,1,15,14,2.0
2013,1,15,15,4.0
2013,1,15,19,157.0
2013,1,15,20,4.0
2013,1,15,21,62.0
2013,1,15,22,14.0
2013,1,15,23,58.0
2013,1,15,25,10.0
2013,1,15,28,159.0
2013,1,15,29,13.0
2013,1,15,30,654.0
2013,1,15,33,1.0
2013,1,15,35,8.0
2013,1,15,37,125.0
2013,1,15,38,46.0
2013,1,15,40,470.0
2013,1,15,41,48.0
2013,1,15,49,3.0
2013,1,15,55,183.0
2013,1,15,56,2.0
2013,1,15,57,1.0
2013,1,15,59,4.0
2013,1,15,62,18.0
2013,1,15,63,1.0
2013,1,15,64,6.0
2013,1,15,65,11.0
2013,1,15,67,36.0
2013,1,15,69,7.0
2013,1,15,70,14.0
2013,1,15,71,11.0
2013,1,15,72,24.0
2013,1,15,73,4.0
2013,1,15,75,127.0
2013,1,15,77,1.0
2013,1,15,79,2.0
2013,1,16,2,12.0
2013,1,16,3,5.0
2013,1,16,4,16.0
2013,1,16,5,11.0
2013,1,16,6,14.0
2013,1,16,11,2.0
2013,1,16,13,2.0
2013,1,16,14,1.0
2013,1,16,15,10.0
2013,1,16,19,140.0
2013,1,16,20,2.0
2013,1,16,21,79.0
2013,1,16,22,12.0
2013,1,16,23,65.0
2013,1,16,25,16.0
2013,1,16,28,116.0
2013,1,16,29,6.0
2013,1,16,30,416.0
2013,1,16,32,2.0
2013,1,16,33,2.0
2013,1,16,35,3.0
2013,1,16,37,92.0
2013,1,16,38,43.0
2013,1,16,40,484.0
2013,1,16,41,31.0
2013,1,16,43,27.0
2013,1,16,49,7.0
2013,1,16,55,194.0
2013,1,16,56,6.0
2013,1,16,57,33.0
2013,1,16,59,12.0
2013,1,16,60,1.0
2013,1,16,61,1.0
2013,1,16,62,33.0
2013,1,16,63,24.0
2013,1,16,64,19.0
2013,1,16,65,38.0
2013,1,16,66,33.0
2013,1,16,67,44.0
2013,1,16,69,9.0
2013,1,16,70,21.0
2013,1,16,71,43.0
2013,1,16,72,18.0
2013,1,16,73,7.0
2013,1,16,75,63.0
2013,1,16,77,8.0
2013,1,16,79,2.0
2013,1,16,81,3.0
2013,1,16,82,30.0
2013,1,16,83,24.0
2013,1,17,2,2.0
2013,1,17,3,2.0
2013,1,17,4,1.0
2013,1,17,5,1.0
2013,1,17,6,2.0
2013,1,17,11,1.0
2013,1,17,12,1.0
2013,1,17,15,1.0
2013,1,17,19,34.0
2013,1,17,20,1.0
2013,1,17,21,1.0
2013,1,17,22,3.0
2013,1,17,23,13.0
2013,1,17,25,11.0
2013,1,17,28,9.0
2013,1,17,30,25.0
2013,1,17,33,1.0
2013,1,17,35,3.0
2013,1,17,37,23.0
2013,1,17,38,2.0
2013,1,17,40,63.0
2013,1,17,41,2.0
2013,1,17,55,38.0
2013,1,17,58,11.0
2013,1,17,63,6.0
2013,1,17,67,2.0
2013,1,17,69,1.0
2013,1,17,70,1.0
2013,1,17,71,15.0
2013,1,17,72,3.0
2013,1,17,75,2.0
2013,1,18,2,32.0
2013,1,18,3,11.0
2013,1,18,4,16.0
2013,1,18,5,8.0
2013,1,18,6,16.0
2013,1,18,11,21.0
2013,1,18,12,1.0
2013,1,18,13,8.0
2013,1,18,14,3.0
2013,1,18,15,6.0
2013,1,18,18,1.0
2013,1,18,19,490.0
2013,1,18,20,11.0
2013,1,18,21,70.0
2013,1,18,22,18.0
2013,1,18,23,111.0
2013,1,18,25,2.0
2013,1,18,28,101.0
2013,1,18,29,10.0
2013,1,18,30,339.0
2013,1,18,32,1.0
2013,1,18,33,12.0
2013,1,18,35,38.0
2013,1,18,37,182.0
2013,1,18,38,31.0
2013,1,18,40,236.0
2013,1,18,41,19.0
2013,1,18,43,29.0
2013,1,18,45,3.0
2013,1,18,49,18.0
2013,1,18,55,214.0
2013,1,18,56,13.0
2013,1,18,57,23.0
2013,1,18,58,32.0
2013,1,18,59,13.0
2013,1,18,60,2.0
2013,1,18,62,20.0
2013,1,18,63,19.0
2013,1,18,64,30.0
2013,1,18,65,50.0
2013,1,18,66,8.0
2013,1,18,67,23.0
2013,1,18,69,21.0
2013,1,18,70,21.0
2013,1,18,71,48.0
2013,1,18,72,13.0
2013,1,18,73,3.0
2013,1,18,75,36.0
2013,1,18,77,6.0
2013,1,18,79,9.0
2013,1,18,81,1.0
2013,1,18,82,19.0
2013,1,18,83,14.0
2013,1,19,2,27.0
2013,1,19,3,5.0
2013,1,19,4,5.0
2013,1,19,5,4.0
2013,1,19,6,10.0
2013,1,19,11,8.0
2013,1,19,13,1.0
2013,1,19,14,1.0
2013,1,19,15,1.0
2013,1,19,19,238.0
2013,1,19,20,1.0
2013,1,19,21,49.0
2013,1,19,22,11.0
2013,1,19,23,49.0
2013,1,19,25,11.0
2013,1,19,28,138.0
2013,1,19,29,5.0
2013,1,19,30,524.0
2013,1,19,32,1.0
2013,1,19,33,2.0
2013,1,19,35,8.0
2013,1,19,37,122.0
2013,1,19,38,40.0
2013,1,19,40,601.0
2013,1,19,41,32.0
2013,1,19,49,5.0
2013,1,19,55,309.0
2013,1,19,56,6.0
2013,1,19,57,3.0
2013,1,19,58,1.0
2013,1,19,60,10.0
2013,1,19,62,21.0
2013,1,19,63,10.0
2013,1,19,64,20.0
2013,1,19,65,53.0
2013,1,19,66,16.0
2013,1,19,67,30.0
2013,1,19,69,4.0
2013,1,19,70,35.0
2013,1,19,71,34.0
2013,1,19,72,9.0
2013,1,19,73,8.0
2013,1,19,75,37.0
2013,1,19,79,2.0
2013,1,19,83,13.0
2013,1,21,2,3.0
2013,1,21,3,2.0
2013,1,21,4,1.0
2013,1,21,5,5.0
2013,1,21,6,5.0
2013,1,21,19,79.0
2013,1,21,21,28.0
2013,1,21,22,14.0
2013,1,21,23,48.0
2013,1,21,25,7.0
2013,1,21,28,60.0
2013,1,21,29,7.0
2013,1,21,30,188.0
2013,1,21,32,1.0
2013,1,21,33,1.0
2013,1,21,35,1.0
2013,1,21,37,88.0
2013,1,21,38,6.0
2013,1,21,40,416.0
2013,1,21,41,13.0
2013,1,21,43,41.0
2013,1,21,45,9.0
2013,1,21,49,14.0
2013,1,21,55,201.0
2013,1,21,56,3.0
2013,1,21,57,22.0
2013,1,21,58,1.0
2013,1,21,59,5.0
2013,1,21,62,28.0
2013,1,21,63,25.0
2013,1,21,64,12.0
2013,1,21,65,51.0
2013,1,21,66,28.0
2013,1,21,67,40.0
2013,1,21,69,6.0
2013,1,21,70,18.0
2013,1,21,71,38.0
2013,1,21,72,13.0
2013,1,21,73,9.0
2013,1,21,75,22.0
2013,1,21,77,3.0
2013,1,21,79,2.0
2013,1,21,83,4.0
2013,1,22,2,5.0
2013,1,22,3,2.0
2013,1,22,5,3.0
2013,1,22,6,6.0
2013,1,22,11,1.0
2013,1,22,12,2.0
2013,1,22,19,132.0
2013,1,22,20,1.0
2013,1,22,21,8.0
2013,1,22,22,4.0
2013,1,22,23,30.0
2013,1,22,25,3.0
2013,1,22,28,90.0
2013,1,22,29,15.0
2013,1,22,30,311.0
2013,1,22,33,7.0
2013,1,22,37,117.0
2013,1,22,38,12.0
2013,1,22,40,222.0
2013,1,22,41,22.0
2013,1,22,43,58.0
2013,1,22,45,13.0
2013,1,22,49,507.0
2013,1,22,55,36.0
2013,1,22,56,1.0
2013,1,22,57,49.0
2013,1,22,58,2.0
2013,1,22,59,1.0
2013,1,22,62,17.0
2013,1,22,63,10.0
2013,1,22,64,3.0
2013,1,22,65,2.0
2013,1,22,66,3.0
2013,1,22,67,20.0
2013,1,22,69,12.0
2013,1,22,70,8.0
2013,1,22,71,45.0
2013,1,22,72,3.0
2013,1,22,73,130.0
2013,1,22,75,192.0
2013,1,22,77,32.0
2013,1,22,79,7.0
2013,1,22,81,14.0
2013,1,22,82,24.0
2013,1,22,83,15.0
2013,1,23,2,11.0
2013,1,23,3,3.0
2013,1,23,5,3.0
2013,1,23,6,8.0
2013,1,23,11,2.0
2013,1,23,19,74.0
2013,1,23,21,11.0
2013,1,23,22,5.0
2013,1,23,23,28.0
2013,1,23,28,47.0
2013,1,23,29,4.0
2013,1,23,30,243.0
2013,1,23,33,5.0
2013,1,23,35,2.0
2013,1,23,37,74.0
2013,1,23,38,20.0
2013,1,23,40,302.0
2013,1,23,41,14.0
2013,1,23,43,36.0
2013,1,23,45,6.0
2013,1,23,49,2.0
2013,1,23,55,168.0
2013,1,23,57,34.0
2013,1,23,58,1.0
2013,1,23,59,1.0
2013,1,23,60,1.0
2013,1,23,62,5.0
2013,1,23,65,1.0
2013,1,23,70,1.0
2013,1,23,73,15.0
2013,1,23,75,110.0
2013,1,23,77,4.0
2013,1,24,2,10.0
2013,1,24,4,1.0
2013,1,24,5,8.0
2013,1,24,6,10.0
2013,1,24,11,2.0
2013,1,24,12,1.0
2013,1,24,14,2.0
2013,1,24,15,1.0
2013,1,24,19,93.0
2013,1,24,20,1.0
2013,1,24,21,10.0
2013,1,24,22,16.0
2013,1,24,23,57.0
2013,1,24,25,6.0
2013,1,24,28,77.0
2013,1,24,29,6.0
2013,1,24,30,387.0
2013,1,24,32,1.0
2013,1,24,33,6.0
2013,1,24,35,7.0
2013,1,24,37,82.0
2013,1,24,38,24.0
2013,1,24,40,382.0
2013,1,24,41,16.0
2013,1,24,43,29.0
2013,1,24,45,7.0
2013,1,24,49,8.0
2013,1,24,55,122.0
2013,1,24,57,35.0
2013,1,24,58,3.0
2013,1,24,59,26.0
2013,1,24,60,1.0
2013,1,24,62,10.0
2013,1,24,63,5.0
2013,1,24,64,2.0
2013,1,24,65,1.0
2013,1,24,67,9.0
2013,1,24,69,11.0
2013,1,24,70,6.0
2013,1,24,71,31.0
2013,1,24,73,24.0
2013,1,24,75,173.0
2013,1,24,77,5.0
2013,1,25,2,54.0
2013,1,25,3,24.0
2013,1,25,4,6.0
2013,1,25,5,15.0
2013,1,25,6,42.0
2013,1,25,11,10.0
2013,1,25,12,3.0
2013,1,25,13,1.0
2013,1,25,14,5.0
2013,1,25,15,12.0
2013,1,25,19,500.0
2013,1,25,20,8.0
2013,1,25,21,42.0
2013,1,25,22,55.0
2013,1,25,23,258.0
2013,1,25,25,15.0
2013,1,25,28,250.0
2013,1,25,29,18.0
2013,1,25,30,773.0
2013,1,25,32,4.0
2013,1,25,33,13.0
2013,1,25,35,20.0
2013,1,25,37,637.0
2013,1,25,38,79.0
2013,1,25,40,1947.0
2013,1,25,41,99.0
2013,1,25,43,117.0
2013,1,25,45,32.0
2013,1,25,49,62.0
2013,1,25,55,684.0
2013,1,25,56,28.0
2013,1,25,57,163.0
2013,1,25,58,90.0
2013,1,25,59,59.0
2013,1,25,60,7.0
2013,1,25,61,18.0
2013,1,25,62,123.0
2013,1,25,63,57.0
2013,1,25,64,90.0
2013,1,25,65,191.0
2013,1,25,66,106.0
2013,1,25,67,138.0
2013,1,25,68,5.0
2013,1,25,69,86.0
2013,1,25,70,89.0
2013,1,25,71,169.0
2013,1,25,72,49.0
2013,1,25,73,43.0
2013,1,25,75,83.0
2013,1,25,77,14.0
2013,1,25,81,12.0
2013,1,25,82,74.0
2013,1,25,83,40.0
2013,1,26,2,10.0
2013,1,26,3,4.0
2013,1,26,4,5.0
2013,1,26,5,9.0
2013,1,26,6,8.0
2013,1,26,11,3.0
2013,1,26,12,3.0
2013,1,26,13,2.0
2013,1,26,14,2.0
2013,1,26,15,1.0
2013,1,26,19,204.0
2013,1,26,20,5.0
2013,1,26,21,53.0
2013,1,26,22,14.0
2013,1,26,23,116.0
2013,1,26,25,20.0
2013,1,26,28,149.0
2013,1,26,29,8.0
2013,1,26,30,488.0
2013,1,26,32,1.0
2013,1,26,33,7.0
2013,1,26,35,6.0
2013,1,26,37,108.0
2013,1,26,38,18.0
2013,1,26,40,582.0
2013,1,26,41,40.0
2013,1,26,43,16.0
2013,1,26,45,4.0
2013,1,26,49,32.0
2013,1,26,55,152.0
2013,1,26,56,1.0
2013,1,26,57,29.0
2013,1,26,58,5.0
2013,1,26,59,1.0
2013,1,26,60,1.0
2013,1,26,61,1.0
2013,1,26,62,21.0
2013,1,26,63,21.0
2013,1,26,64,15.0
2013,1,26,65,38.0
2013,1,26,67,99.0
2013,1,26,69,11.0
2013,1,26,70,26.0
2013,1,26,71,42.0
2013,1,26,72,5.0
2013,1,26,73,19.0
2013,1,26,75,51.0
2013,1,26,79,12.0
2013,1,26,83,2.0
2013,1,27,2,47.0
2013,1,27,3,12.0
2013,1,27,4,9.0
2013,1,27,5,16.0
2013,1,27,6,35.0
2013,1,27,11,10.0
2013,1,27,12,2.0
2013,1,27,13,1.0
2013,1,27,14,5.0
2013,1,27,15,11.0
2013,1,27,19,429.0
2013,1,27,20,5.0
2013,1,27,21,70.0
2013,1,27,22,49.0
2013,1,27,23,199.0
2013,1,27,25,22.0
2013,1,27,28,166.0
2013,1,27,29,10.0
2013,1,27,30,593.0
2013,1,27,32,1.0
2013,1,27,33,19.0
2013,1,27,35,4.0
2013,1,27,37,295.0
2013,1,27,38,72.0
2013,1,27,39,1.0
2013,1,27,40,808.0
2013,1,27,41,25.0
2013,1,27,43,59.0
2013,1,27,45,7.0
2013,1,27,49,20.0
2013,1,27,55,420.0
2013,1,27,56,16.0
2013,1,27,57,47.0
2013,1,27,58,4.0
2013,1,27,59,21.0
2013,1,27,60,4.0
2013,1,27,61,5.0
2013,1,27,62,39.0
2013,1,27,63,27.0
2013,1,27,64,22.0
2013,1,27,65,61.0
2013,1,27,66,60.0
2013,1,27,67,78.0
2013,1,27,69,23.0
2013,1,27,70,57.0
2013,1,27,71,67.0
2013,1,27,72,31.0
2013,1,27,73,41.0
2013,1,27,75,78.0
2013,1,27,79,2.0
2013,1,27,83,11.0
2013,1,28,2,52.0
2013,1,28,3,18.0
2013,1,28,4,8.0
2013,1,28,5,23.0
2013,1,28,6,26.0
2013,1,28,11,14.0
2013,1,28,13,1.0
2013,1,28,14,11.0
2013,1,28,15,5.0
2013,1,28,19,379.0
2013,1,28,20,3.0
2013,1,28,21,96.0
2013,1,28,22,51.0
2013,1,28,23,178.0
